Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status,Scientific Name - Concept Reference,Taxonomy Comments,Provincial FRPA Comments,COSEWIC Date,SARA Schedule,SARA Status,SARA Date
Stenodus leucichthys,,Inconnu,,F-STLU,AFCHA06010,G5,May-16,S3,May-19,Nov-00,,,Blue,,,Alsek Ranges; Bulkley Basin; Bulkley Ranges; Cassiar Ranges; Central Boundary Ranges; Central Chilcotin Ranges; Chilcotin Plateau; Clear Hills; Continental Slope; Central Pacific Ranges; Dixon Entrance; Eastern Muskwa Ranges; Eastern Pacific Ranges; Eastern Skeena Mountains; Etsho Plateau; Fort Nelson Lowland; Fraser River Basin; Finlay River Trench; Georgia Lowland; Halfway Plateau; Hecate Lowland; Hecate Strait; Hyland Plateau; Juan de Fuca Strait; Johnstone Strait; Kechika Mountains; Kimsquit Mountains; Kitimat Ranges; Kluane Ranges; Kechika River Trench; Leeward Island Mountains; Liard Plain; Maxhamish Upland; Meziadin Mountains; Misinchinka Ranges; Muskwa Foothills; Muskwa Upland; Nass Basin; Nanaimo Lowland; Nass Mountains; Nazko Upland; Northern Boundary Ranges; North Coast Fjords; Nechako Upland; Northern Island Mountains; Northern Omineca Mountains; Northern Pacific Ranges; Northern Skeena Mountains; Nahwitti Lowland; Outer Fjordland; Pavilion Ranges; Peace Foothills; Peace Lowland; Petitot Plain; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Rabbit Plateau; Southern Boreal Plateau; Southern Boundary Ranges; Southern Chilcotin Ranges; Sikanni Chief Upland; Simpson Upland; Strait of Georgia; Southern Pacific Ranges; Southern Skeena Mountains; Stikine Highland; Stikine Plateau; Tatshenshini Basin; Tagish Highland; Teslin Basin; Teslin Plateau; Tahltan Highland; Trout Lake Plain; Tuya Range; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Whitehorse Upland; Windward Island Mountains; Western Muskwa Ranges,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,1- Vancouver Island; 2- Lower Mainland; 3- Thompson; 5- Cariboo; 6- Skeena; 7- Omineca; 9- Peace,Capital Regional District; Central Coast Regional District; Cariboo Regional District; Cowichan Valley Regional District; North Coast Regional District; Peace River Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Stikine Region (Unincorporated); Thompson-Nicola Regional District; qathet Regional District,Port Alberni; Tofino; Ucluelet; Alert Bay; Port Alice; Port Hardy; Port McNeill; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Kitimat; Stewart; NRRM; Port Edward; Prince Rupert,BWBS; CWH,,Native,Regularly occurring,,,N,Y,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Sternoptyx pseudobscura,,Highlight Hatchetface,,F-STPS,AFC7C02010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Stomiiformes,Sternoptychidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Stichaeus punctatus,,Arctic Shanny,,F-STPU,AFCSC17010,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Symbolophorus californiensis,,Bigfin Lanternfish,,F-SYCA,AFCVH14010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Symphurus atricaudus,,California Tonguefish,,F-SYAT,AFCTC04020,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Synchirus gilli,,Manacled Sculpin,,F-SYGI,AFC4E15010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Syngnathus leptorhynchus,,Bay Pipefish,,F-SYLE,AFCPB010D0,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Syngnathidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Synodus lucioceps,,Smallscale Lizardfish,,F-SYLU,AFC8B02030,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Aulopiformes,Synodontidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Tactostoma macropus,,Longfin Dragonfish,,F-TAMA,AFC7B02010,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Stomiiformes,Stomiidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Talismania bifurcata,,Threadfin Slickhead,,F-TABI,AFCHH01010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Argentiniformes,Alepocephalidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Taractes asper,,Rough Pomfret,,F-TAAS,AFCRH03010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Bramidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Taranetzella lyoderma,,Ghostly Eelpout,,F-TALY,AFCMG06010,G5,Mar-09,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Tarletonbeania crenularis,,Blue Lanternfish,,F-TACR,AFCVH08010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Tarletonbeania taylori,,Taillight Lanternfish,,F-TATA,AFCVH08020,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Tetragonurus cuvieri,,Smalleye Squaretail,,F-TECU,AFCS409020,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Tetragonuridae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Thalassenchelys coheni,,Transparent Eel,,F-THCO,AFCEC04010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Anguilliformes,Chlopsidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Thaleichthys pacificus,,Eulachon,,F-THPA,AFCHB04010,G5,May-05,S2S3,Jan-04,Mar-00,E/T (May 2011),"Pacific Coast (E), Fraser River (E) and Nass/Skeena River (T) populations.",Blue,,,Alsek Ranges; Bulkley Basin; Bulkley Ranges; Central Boundary Ranges; Central Chilcotin Ranges; Chilcotin Plateau; Continental Slope; Central Pacific Ranges; Cranberry Upland; Dixon Entrance; Eastern Pacific Ranges; Eastern Skeena Mountains; Fraser River Basin; Fraser Lowland; Georgia Lowland; Hecate Lowland; Hecate Strait; Hozameen Range; Juan de Fuca Strait; Johnstone Strait; Kimsquit Mountains; Kitimat Ranges; Leeward Island Mountains; Leeward Pacific Ranges; Meziadin Mountains; Nass Basin; Nanaimo Lowland; Nass Mountains; Nazko Upland; Northern Boundary Ranges; North Coast Fjords; Nechako Upland; Nicola Basin; Northern Island Mountains; Northern Pacific Ranges; Northern Skeena Mountains; Northwestern Cascade Ranges; Nahwitti Lowland; Okanagan Range; Outer Fjordland; Pavilion Ranges; Queen Charlotte Lowland; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Sub-Arctic Pacific; Southern Boreal Plateau; Southern Boundary Ranges; Southern Chilcotin Ranges; Southern Gulf Islands; Skidegate Plateau; Strait of Georgia; Southern Pacific Ranges; Southern Skeena Mountains; Stikine Highland; Stikine Plateau; Tatshenshini Basin; Tagish Highland; Teslin Plateau; Tahltan Highland; Transitional Pacific; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Windward Island Mountains,,,,,,2 - May be at risk(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,,1- Vancouver Island; 2- Lower Mainland; 3- Thompson; 5- Cariboo; 6- Skeena; 8- Okanagan,Capital Regional District; Central Coast Regional District; Comox Valley Regional District; Cariboo Regional District; Cowichan Valley Regional District; Fraser Valley Regional District; Metro Vancouver Regional District; North Coast Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Regional District of Okanagan-Similkameen; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Stikine Region (Unincorporated); Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Coquitlam; Delta; Langley - City; Maple Ridge; New Westminster; North Vancouver - City; Pitt Meadows; Port Coquitlam; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; Langley - District; North Vancouver - District; Princeton; Squamish; Whistler; Pemberton; Port Alberni; Tofino; Ucluelet; Central Saanich; Highlands; Langford; North Saanich; Oak Bay; Saanich; Sidney; Comox; Courtenay; Ladysmith; North Cowichan; Alert Bay; Port Alice; Port Hardy; Port McNeill; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Kitimat; Hazelton; New Hazelton; Stewart; Terrace; Daajing Giids; Masset; Port Clements; Port Edward; Prince Rupert; Abbotsford; Chilliwack; Harrison Hot Springs; Hope; Kent; Mission,CWH,,Native,Regularly occurring,,,N,Y,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,May 2011,,,
Thaleichthys pacificus pop. 1,,Eulachon - Central Pacific Coast population,,F-THPA-01,AFCHB04011,G5TNRQ,,SNR,,,E (May 2011),,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,,,,,,,Native,Regularly occurring,,,,,,Committee on the Status of Endangered Wildlife in Canada (COSEWIC). 2011a. COSEWIC Assessment Results. May 2011.,,,May 2011,,,
Thaleichthys pacificus pop. 2,,Eulachon - Fraser River Population,,F-THPA-02,AFCHB04012,G5TNRQ,,SNR,,,E (May 2011),,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,,,,,,,Native,Regularly occurring,,,,,,Committee on the Status of Endangered Wildlife in Canada (COSEWIC). 2011a. COSEWIC Assessment Results. May 2011.,,,May 2011,,,
Thaleichthys pacificus pop. 3,,Eulachon - Nass / Skeena Rivers Population,,F-THPA-03,AFCHB04013,G5TNRQ,,SNR,,,SC (Apr 2013),,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,,,,,,,Native,Regularly occurring,,,,,,Committee on the Status of Endangered Wildlife in Canada (COSEWIC). 2011a. COSEWIC Assessment Results. May 2011.,,,Apr 2013,,,
Theragra chalcogramma,,Walleye Pollock,,F-THCH,AFCMA14010,G5,Apr-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Gadiformes,Gadidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Thunnus alalunga,,Albacore,,F-THAL,AFCS308010,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Scombridae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Thunnus orientalis,,Pacific Bluefin Tuna,,F-THOR,AFCS308060,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Scombridae,,,,,,,Native,Regularly occurring,,,N,N,,"Nelson, J. S., E. J. Crossman, H. Espinosa-Perez, L. T. Findley, C. R. Gilbert, R. N. Lea, and J. D. Williams. 2004. Common and scientific names of fishes from the United States, Canada, and Mexico. American Fisheries Society, Special Publication 29, Bethesda, Maryland. 386 pp.",,,,,,
Thymallus arcticus,,Arctic Grayling,,F-THAR,AFCHA07010,G5,Jun-15,S4,Jan-04,Mar-00,,,Yellow,,,,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Thymallus arcticus - Nahanni lineage,Thymallus arcticus pop. 3,Arctic Grayling - Nahanni Lineage,,F-THAR-03,AFCHA07013,G5TNRQ,,S3?,Jan-12,Jan-12,,,Blue,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,N,Y,,"Stamford, M.D., and E.B. Taylor. 2004. Phylogeographical lineages of Arctic grayling (Thymallus arcticus) in North America: divergence, origins and affinities with Eurasian Thymallus. Molecular Ecology 13:1533-1549.",,,,,,
Thymallus arcticus - South Beringia lineage,Thymallus arcticus - Southern Beringean lineage; Thymallus arcticus pop. 4,Arctic Grayling - South Beringia lineage,Arctic Grayling - Southern Beringean lineage,F-THAR-04,AFCHA07014,G5TNRQ,,S4?,Jan-12,Jan-12,,,Yellow,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Stamford, M.D., and E.B. Taylor. 2004. Phylogeographical lineages of Arctic grayling (Thymallus arcticus) in North America: divergence, origins and affinities with Eurasian Thymallus. Molecular Ecology 13:1533-1549.",,,,,,
Tinca tinca,,Tench,,F-TITI,AFCJB43010,G5,Sep-96,SNA,May-19,Jan-03,,,Exotic,,,,,,,,,7 - Exotic(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,,,,,,,Exotic,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Torpedo californica,,Pacific Electric Ray,,F-TOCA,AFDFB02010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,cartilaginous fishes,,Animalia,Craniata,Chondrichthyes,Torpediniformes,Torpedinidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Trachipterus altivelis,,King-of-the-salmon,,F-TRAL,AFC2C02010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Lampriformes,Trachipteridae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Trachurus symmetricus,,Jack Mackerel,,F-TRSY,AFCQZ13020,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Carangidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Trichodon trichodon,,Pacific Sandfish,,F-TRTR,AFCRW02010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Trichodontidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Triglops macellus,,Roughspine Sculpin,,F-TRMA,AFC4E16020,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Triglops pingelii,,Ribbed Sculpin,,F-TRPI,AFC4E16050,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",Jan. 2006 - changed from T. pingeli to T. pingelii as per NatureServe (DDW).,,,,,
Xeneretmus latifrons,,Blacktip Poacher,,F-XELA,AFC4F16010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Xeneretmus leiops,,Smootheye Poacher,,F-XELE,AFC4F16020,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Xeneretmus triacanthus,,Bluespotted Poacher,,F-XETR,AFC4F16040,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Xenomystax atrarius,,Twinpored Eel,,F-XEAT,AFCEG09020,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Anguilliformes,Congridae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
